image_id,brand_id
69f94961b293362dbe2099fd,67b8a5517857415e0a4ee20c
69f9495eb293362dbe2099fc,68caa936e9cf45645321e79c
69f94959b293362dbe2099fb,67b859ac4b31535e279e6c9c
69f94945b293362dbe2099fa,67b859ac4b31535e279e6c9c
69f94943b293362dbe2099f9,67b859ac4b31535e279e6c9c
69f94941b293362dbe2099f8,67b859ac4b31535e279e6c9c
69f94939b293362dbe2099f7,67b8884b7857415e0a4eabeb
69f94914b293362dbe2099f6,67b842059b10d35e1c1a9a4d
69f94912b293362dbe2099f5,67b842059b10d35e1c1a9a4d
69f94910b293362dbe2099f4,67b842059b10d35e1c1a9a4d
69f9490db293362dbe2099f3,67b842059b10d35e1c1a9a4d
69f9490ab293362dbe2099f2,67b842059b10d35e1c1a9a4d
69f948b8b293362dbe2099f0,67b8789a8bf10d5e04a465bc
69f948b6b293362dbe2099ef,67b882964b31535e279eb4b4
69f948b4b293362dbe2099ee,67e2cad6969dab4741e0fe2c
69f948b0b293362dbe2099ed,67b85bf27857415e0a4e56aa
69f948afb293362dbe2099ec,67b882964b31535e279eb4b4
69f948afb293362dbe2099eb,67b81efa9b10d35e1c1a6995
69f948acb293362dbe2099ea,67b85bf27857415e0a4e56aa
69f948abb293362dbe2099e9,67b81efa9b10d35e1c1a6995
69f948a7b293362dbe2099e8,67b85bf27857415e0a4e56aa
69f948a5b293362dbe2099e7,67b85bf27857415e0a4e56aa
69f948a3b293362dbe2099e6,68e8f7dc27e4c36af4e4345f
69f94839b293362dbe2099e4,67e29db63678da4755d438bb
69f94837b293362dbe2099e3,67e2eb2d969dab4741e1285b
69f94836b293362dbe2099e2,67e2d9a13678da4755d4944b
69f94834b293362dbe2099e1,67e360e370c52d474f6764e7
69f94831b293362dbe2099e0,67b844907857415e0a4e23c3
69f9482fb293362dbe2099df,67b842059b10d35e1c1a9a4d
69f9481db293362dbe2099de,6915b4b94512d242a1a695f7
69f9481bb293362dbe2099dd,67b84ab14b31535e279e590b
69f94819b293362dbe2099dc,68caa8eae9cf45645321e77f
69f94817b293362dbe2099db,68caa8eae9cf45645321e77f
69f94815b293362dbe2099da,67e326b44f1381473b0b7564
69f94813b293362dbe2099d9,67b87dd88bf10d5e04a477fb
69f94811b293362dbe2099d8,67b85d3c8bf10d5e04a43cc0
69f94810b293362dbe2099d7,67b87dd88bf10d5e04a477fb
69f94802b293362dbe2099d5,67b8884b7857415e0a4eabeb
69f94800b293362dbe2099d4,6915b4b24512d242a1a695f4
69f947fcb293362dbe2099d3,686e8075d2da3c0854795198
69f947efb293362dbe2099d2,67e2cad6969dab4741e0fe2c
69f947edb293362dbe2099d1,67b8240f4b31535e279e24e0
69f947ebb293362dbe2099d0,67b8240f4b31535e279e24e0
69f947e9b293362dbe2099cf,67e2cad6969dab4741e0fe2c
69f947dab293362dbe2099ce,67b8517a4b31535e279e63d1
69f947d8b293362dbe2099cd,67b8517a4b31535e279e63d1
69f947d6b293362dbe2099cc,691440154512d242a1a6776f
69f947d4b293362dbe2099cb,67e2b3ee3678da4755d45cb5
69f947d0b293362dbe2099ca,67e32b7070c52d474f67478f
69f947cab293362dbe2099c9,68caa8aae9cf45645321e76c
69f947c8b293362dbe2099c8,68caa8aae9cf45645321e76c
69f947c6b293362dbe2099c7,67b84dfc9b10d35e1c1aaa5d
69f947c4b293362dbe2099c6,67b828408bf10d5e04a3e330
69f947c1b293362dbe2099c5,67b882964b31535e279eb4b4
69f947c0b293362dbe2099c4,67b882964b31535e279eb4b4
69f947bbb293362dbe2099c3,67b828408bf10d5e04a3e330
69f947b9b293362dbe2099c2,67b828408bf10d5e04a3e330
69f947b7b293362dbe2099c1,67b828408bf10d5e04a3e330
69f947b5b293362dbe2099c0,67b84f448bf10d5e04a42767
69f947b3b293362dbe2099bf,67b84f448bf10d5e04a42767
69f947b0b293362dbe2099be,67b85bf27857415e0a4e56aa
69f947aeb293362dbe2099bd,67b828408bf10d5e04a3e330
69f947acb293362dbe2099bc,67b81efa9b10d35e1c1a6995
69f9479eb293362dbe2099bb,67b8a9d88bf10d5e04a4ba9d
69f9479cb293362dbe2099ba,68e75b359253995e878904d1
69f9479ab293362dbe2099b9,67b8a8b14b31535e279eeded
69f94798b293362dbe2099b8,67e2eb2d969dab4741e1285b
69f94795b293362dbe2099b7,67b8aa344b31535e279eef6c
69f94787b293362dbe2099b5,67b8a9799b10d35e1c1b4bae
69f94785b293362dbe2099b4,68594209cf3c0e64455b21fd
69f94783b293362dbe2099b3,67b891534b31535e279ec827
69f94781b293362dbe2099b2,67b8a9799b10d35e1c1b4bae
69f94773b293362dbe2099b1,67b858719b10d35e1c1ab997
69f94771b293362dbe2099b0,67e296c5969dab4741e09e21
69f94771b293362dbe2099af,6915b4b44512d242a1a695f5
69f9476fb293362dbe2099ae,67b858719b10d35e1c1ab997
69f9476fb293362dbe2099ad,6915b4b44512d242a1a695f5
69f9476db293362dbe2099ac,67b858719b10d35e1c1ab997
69f9476db293362dbe2099ab,67b860e47857415e0a4e5d76
69f9476cb293362dbe2099aa,6915b4b44512d242a1a695f5
69f9476bb293362dbe2099a9,67b858719b10d35e1c1ab997
69f9476ab293362dbe2099a8,6915b4b44512d242a1a695f5
69f94768b293362dbe2099a7,6915b4b44512d242a1a695f5
69f94766b293362dbe2099a6,67b8884b7857415e0a4eabeb
69f94766b293362dbe2099a5,6915b4b44512d242a1a695f5
69f94764b293362dbe2099a4,6915b4b44512d242a1a695f5
69f94763b293362dbe2099a3,67b860e47857415e0a4e5d76
69f94761b293362dbe2099a2,68caa8eae9cf45645321e77f
69f9475eb293362dbe2099a1,67b85d3c8bf10d5e04a43cc0
69f9475cb293362dbe2099a0,68caa8eae9cf45645321e77f
69f9475bb293362dbe20999f,67b85d3c8bf10d5e04a43cc0
69f94759b293362dbe20999e,67b8884b7857415e0a4eabeb
69f94757b293362dbe20999d,67b864a84b31535e279e7b18
69f94755b293362dbe20999c,67b864a84b31535e279e7b18
69f94753b293362dbe20999b,67b87dd88bf10d5e04a477fb
69f94751b293362dbe20999a,67b85d3c8bf10d5e04a43cc0
69f9474fb293362dbe209999,67b844d94b31535e279e5219
69f94737b293362dbe209997,68caa8eae9cf45645321e77f
69f94735b293362dbe209996,68caa8eae9cf45645321e77f
